--------- beginning of main
01-05 17:54:03.420   245   245 I auditd  : type=1403 audit(0.0:2): policy loaded auid=4294967295 ses=4294967295
01-05 17:54:05.781   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.781   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.781   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.781   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.781   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.781   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.781   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.781   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.781   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.781   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.781   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.781   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.781   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.781   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.781   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.781   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.781   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.781   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.781   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.781   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.781   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.781   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.781   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.781   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.781   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.781   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.781   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.781   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.781   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.781   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.781   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.782   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.782   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.782   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.782   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.782   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.782   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.782   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.782   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.782   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.782   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.782   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.782   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.782   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.782   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.782   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.782   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.782   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.782   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.782   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.782   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.782   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.782   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.782   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.782   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.782   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.782   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.782   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.782   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.782   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.782   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.782   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.782   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.782   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.782   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.782   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.782   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.782   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.782   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.782   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.782   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.783   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.783   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.783   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.783   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.783   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.783   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.783   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.783   244   244 D [mTEE]  : [D] main : 1160 read result = -1.
01-05 17:54:05.783   244   244 D [mTEE]  : [E] main : 1162 Can not read the VFS device node, len = [-1] errno = [22].
01-05 17:54:05.792   244   244 D [mTEE]  : [D] main : 1160 read result = 524288.
01-05 17:54:05.792   244   244 D [mTEE]  :  come into the TZ_VFS_OPEN function
01-05 17:54:05.792   244   244 D [mTEE]  : pathname = /vendor/thh/soter.raw
01-05 17:54:05.792   244   244 D [mTEE]  : flags = 0
01-05 17:54:05.792   244   244 D [mTEE]  : mode = 0
01-05 17:54:05.795   244   244 D [mTEE]  : retVal = 7
01-05 17:54:05.795   244   244 D [mTEE]  : [D] main : 1160 read result = 524288.
01-05 17:54:05.795   244   244 D [mTEE]  :  come into the TZ_VFS_READ function
01-05 17:54:05.810   244   244 D [mTEE]  : [D] main : 1160 read result = 524288.
01-05 17:54:05.810   244   244 D [mTEE]  :  come into the TZ_VFS_READ function
01-05 17:54:05.822   244   244 D [mTEE]  : [D] main : 1160 read result = 524288.
01-05 17:54:05.822   244   244 D [mTEE]  :  come into the TZ_VFS_READ function
01-05 17:54:05.834   244   244 D [mTEE]  : [D] main : 1160 read result = 524288.
01-05 17:54:05.834   244   244 D [mTEE]  :  come into the TZ_VFS_READ function
01-05 17:54:05.846   244   244 D [mTEE]  : [D] main : 1160 read result = 524288.
01-05 17:54:05.846   244   244 D [mTEE]  :  come into the TZ_VFS_READ function
01-05 17:54:05.861   244   244 D [mTEE]  : [D] main : 1160 read result = 524288.
01-05 17:54:05.861   244   244 D [mTEE]  :  come into the TZ_VFS_READ function
01-05 17:54:05.873   244   244 D [mTEE]  : [D] main : 1160 read result = 524288.
01-05 17:54:05.873   244   244 D [mTEE]  :  come into the TZ_VFS_READ function
01-05 17:54:05.885   244   244 D [mTEE]  : [D] main : 1160 read result = 524288.
01-05 17:54:05.885   244   244 D [mTEE]  :  come into the TZ_VFS_READ function
01-05 17:54:05.897   244   244 D [mTEE]  : [D] main : 1160 read result = 524288.
01-05 17:54:05.897   244   244 D [mTEE]  :  come into the TZ_VFS_READ function
01-05 17:54:05.910   244   244 D [mTEE]  : [D] main : 1160 read result = 524288.
01-05 17:54:05.911   244   244 D [mTEE]  :  come into the TZ_VFS_READ function
01-05 17:54:05.922   244   244 D [mTEE]  : [D] main : 1160 read result = 524288.
01-05 17:54:05.923   244   244 D [mTEE]  :  come into the TZ_VFS_READ function
01-05 17:54:05.934   244   244 D [mTEE]  : [D] main : 1160 read result = 524288.
01-05 17:54:05.934   244   244 D [mTEE]  :  come into the TZ_VFS_READ function
01-05 17:54:05.946   244   244 D [mTEE]  : [D] main : 1160 read result = 524288.
01-05 17:54:05.946   244   244 D [mTEE]  :  come into the TZ_VFS_READ function
01-05 17:54:05.949   244   244 D [mTEE]  : [D] main : 1160 read result = 524288.
01-05 17:54:05.949   244   244 D [mTEE]  :  come into the TZ_VFS_READ function
01-05 17:54:05.949   244   244 D [mTEE]  : [D] main : 1160 read result = 524288.
01-05 17:54:05.950   244   244 D [mTEE]  :  come into the TZ_VFS_CLOSE function
01-05 17:54:05.950   244   244 D [mTEE]  :  fd = 7
01-05 17:54:05.950   244   244 D [mTEE]  :  retVal = 0
01-05 17:54:05.951   244   244 D [mTEE]  : [D] main : 1160 read result = 524288.
01-05 17:54:05.951   244   244 D [mTEE]  :  come into the TZ_VFS_OPEN function
01-05 17:54:05.951   244   244 D [mTEE]  : pathname = /dev/emmcrpmb0
01-05 17:54:05.951   244   244 D [mTEE]  : flags = 0
01-05 17:54:05.951   244   244 D [mTEE]  : mode = 0
01-05 17:54:05.951   244   244 D [mTEE]  : retVal = 7
01-05 17:54:05.952   244   244 D [mTEE]  : [D] main : 1160 read result = 524288.
01-05 17:54:05.952   244   244 D [mTEE]  :  come into the TZ_VFS_IOCTL function
01-05 17:54:05.952   244   244 D [mTEE]  :  fd = 7
01-05 17:54:05.952   244   244 D [mTEE]  :  cmd = 6
01-05 17:54:05.952   244   244 D [mTEE]  :  retVal = 400
01-05 17:54:05.955   244   244 D [mTEE]  : [D] main : 1160 read result = 524288.
01-05 17:54:05.955   244   244 D [mTEE]  :  come into the TZ_VFS_IOCTL function
01-05 17:54:05.955   244   244 D [mTEE]  :  fd = 7
01-05 17:54:05.955   244   244 D [mTEE]  :  cmd = 6
01-05 17:54:05.955   244   244 D [mTEE]  :  retVal = 400
01-05 17:54:05.958   244   244 D [mTEE]  : [D] main : 1160 read result = 524288.
01-05 17:54:05.958   244   244 D [mTEE]  :  come into the TZ_VFS_CLOSE function
01-05 17:54:05.958   244   244 D [mTEE]  :  fd = 7
01-05 17:54:05.958   244   244 D [mTEE]  :  retVal = 0
01-05 17:54:06.776   244   255 I [mTEE]  : ====wait for all data encrypt, based keymaster function===!
01-05 17:54:06.870   259   259 I debuggerd64: type=1400 audit(0.0:5): avc: denied { setsockcreate } for scontext=u:r:debuggerd:s0 tcontext=u:r:debuggerd:s0 tclass=process permissive=1
01-05 17:54:06.882   259   259 I AEE_AED : Built Apr 21 2017 13:31:20
01-05 17:54:06.882   259   259 I AEE_AED : debuggerd chip_security_check pass! 
01-05 17:54:06.882   259   259 D AEE_AED : [main]: kernel version: 3.18
01-05 17:54:06.882   259   259 D AEE_AED : [main][normal] platform MT6737T
01-05 17:54:06.883   259   259 I AEE_AED : socket server: android:debuggerd
01-05 17:54:06.896   259   259 D AEE_AED : aed_get_force_config: -100000
01-05 17:54:06.896   259   259 D AEE_AED : ChangeAEEWorkMode: 4
01-05 17:54:06.897   259   259 D AEE_AED : aed_update_db_count: 4
01-05 17:54:06.897   259   259 I AEE_AED : AED config
01-05 17:54:06.897   259   259 I AEE_AED :   mode '4'
01-05 17:54:06.897   259   259 I AEE_AED :   exp level '0
01-05 17:54:06.897   259   259 I AEE_AED :   dal enable '0'
01-05 17:54:06.897   259   259 I AEE_AED :   db count '4'
01-05 17:54:06.897   259   259 I AEE_AED :   fatal db count '4'
01-05 17:54:06.897   259   259 I AEE_AED :  db storage '2'
01-05 17:54:06.897   259   259 I AEE_AED : SMP Info => 1
01-05 17:54:06.897   259   259 D AEE_AED : aee init PPM settings
01-05 17:54:06.962   258   258 I AEE_AED : Built Apr 21 2017 13:30:57
01-05 17:54:06.962   258   258 I AEE_AED : debuggerd chip_security_check pass! 
01-05 17:54:06.962   258   258 D AEE_AED : [main]: kernel version: 3.18
01-05 17:54:06.963   258   258 D AEE_AED : [main][normal] platform MT6737T
01-05 17:54:06.963   258   258 I AEE_AED : socket server: android:debuggerd32
01-05 17:54:06.966   258   258 D AEE_AED : aed_get_force_config: -100000
01-05 17:54:06.966   258   258 D AEE_AED : ChangeAEEWorkMode: 4
01-05 17:54:06.967   258   258 D AEE_AED : aed_update_db_count: 4
01-05 17:54:06.967   258   258 I AEE_AED : AED config
01-05 17:54:06.967   258   258 I AEE_AED :   mode '4'
01-05 17:54:06.967   258   258 I AEE_AED :   exp level '0
01-05 17:54:06.967   258   258 I AEE_AED :   dal enable '0'
01-05 17:54:06.967   258   258 I AEE_AED :   db count '4'
01-05 17:54:06.967   258   258 I AEE_AED :   fatal db count '4'
01-05 17:54:06.967   258   258 I AEE_AED :  db storage '2'
01-05 17:54:06.967   258   258 I AEE_AED : SMP Info => 1
01-05 17:54:06.967   258   258 D AEE_AED : aee_exception_running_64: send req to debuggerd64
01-05 17:54:06.967   258   258 D AEE_AED : Rtt waiting 64_daemon finish the job...
--------- beginning of system
01-05 17:54:06.968   260   260 I vold    : Vold 3.0 (the awakening) firing up
01-05 17:54:06.968   260   260 V vold    : Detected support for: ext4 vfat
01-05 17:54:06.982   260   260 D Vold    : dirtyRatioVal = 5
01-05 17:54:06.982   260   260 D vold    : EmulatedVolume(emulated) is newed
01-05 17:54:06.982   260   260 W vold    : emulated setState: 0
01-05 17:54:07.218   259   259 D AEE_AED : $===AEE===AEE===AEE===$
01-05 17:54:07.218   259   259 D AEE_AED : p 0 poll events 1 revents 1
01-05 17:54:07.218   259   259 D AEE_AED : requesting from: pid=258 cmd=9
01-05 17:54:07.218   259   259 D AEE_AED : Go RTT_AEE_GET_EXCEPTION_RUNNING
01-05 17:54:07.218   258   258 D AEE_AED : Rtt send 64 req done
01-05 17:54:07.218   258   258 E AEE_AED : Can't remove file /sdcard/mtklog/aee_exp/temp: No such file or directory
01-05 17:54:07.218   258   258 E AEE_AED : Can't remove file /data/aee_exp/temp: No such file or directory
01-05 17:54:07.218   258   258 E AEE_AED : Can't remove file /storage/ext_sd/mtklog/aee_exp/temp: No such file or directory
01-05 17:54:07.225   258   258 D AEE_AED : aee init PPM settings
01-05 17:54:07.477   258   258 D AEE_AED : $===AEE===AEE===AEE===$
01-05 17:54:07.477   258   258 D AEE_AED : p 5 poll events 1 revents 1
01-05 17:54:07.478   258   258 D AEE_AED : PPM cpu cores:4, online:2
01-05 17:54:07.510   260   264 D NetlinkEvent: NL action '1'
01-05 17:54:07.510   260   264 D NetlinkEvent: NL subsystem 'block'
01-05 17:54:07.510   260   264 D NetlinkEvent: NL param 'DEVPATH=/devices/virtual/block/dm-0'
01-05 17:54:07.510   260   264 D NetlinkEvent: NL param 'MAJOR=253'
01-05 17:54:07.510   260   264 D NetlinkEvent: NL param 'MINOR=0'
01-05 17:54:07.510   260   264 D NetlinkEvent: NL param 'DEVNAME=dm-0'
01-05 17:54:07.510   260   264 D NetlinkEvent: NL param 'DEVTYPE=disk'
01-05 17:54:07.510   260   264 D NetlinkEvent: NL param 'NPARTS=0'
01-05 17:54:07.510   260   264 D NetlinkEvent: NL action '1'
01-05 17:54:07.510   260   264 D NetlinkEvent: NL subsystem 'block'
01-05 17:54:07.510   260   264 D NetlinkEvent: NL param 'DEVPATH=/devices/virtual/block/loop0'
01-05 17:54:07.510   260   264 D NetlinkEvent: NL param 'MAJOR=7'
01-05 17:54:07.510   260   264 D NetlinkEvent: NL param 'MINOR=0'
01-05 17:54:07.510   260   264 D NetlinkEvent: NL param 'DEVNAME=loop0'
01-05 17:54:07.510   260   264 D NetlinkEvent: NL param 'DEVTYPE=disk'
01-05 17:54:07.510   260   264 D NetlinkEvent: NL param 'NPARTS=0'
01-05 17:54:07.510   260   264 D NetlinkEvent: NL action '1'
01-05 17:54:07.510   260   264 D NetlinkEvent: NL subsystem 'block'
